entity_id,event_id,risk_score,anomaly_type,explanation,top_contributing_features
SVC-000036,EVT-0021185,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (144.135.25.162, 193.27.243.253, 208.30.56.234) made 22 auth attempts against 22 distinct entity_ids within 30 min (22/22 = 100% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""144.135.25.162"", ""193.27.243.253"", ""208.30.56.234""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 22, ""cluster_total_attempts"": 22, ""cluster_failed_attempts"": 22, ""cluster_failure_rate"": 1.0, ""window_minutes"": 30}"
SVC-000036,EVT-0032796,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (126.107.65.207, 166.81.85.145, 192.120.247.38) made 18 auth attempts against 18 distinct entity_ids within 30 min (17/18 = 94% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""126.107.65.207"", ""166.81.85.145"", ""192.120.247.38""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 18, ""cluster_total_attempts"": 18, ""cluster_failed_attempts"": 17, ""cluster_failure_rate"": 0.944, ""window_minutes"": 30}"
SVC-000038,EVT-0009594,1.0,credential_stuffing,"credential_stuffing: a cluster of 4 related source_ips (117.181.212.172, 30.232.48.98, 37.49.85.73, 47.152.224.207) made 35 auth attempts against 35 distinct entity_ids within 30 min (32/35 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""117.181.212.172"", ""30.232.48.98"", ""37.49.85.73"", ""47.152.224.207""], ""active_ip_cluster_size"": 4, ""cluster_distinct_entities"": 35, ""cluster_total_attempts"": 35, ""cluster_failed_attempts"": 32, ""cluster_failure_rate"": 0.914, ""window_minutes"": 30}"
SVC-000040,EVT-0008277,1.0,credential_stuffing,"credential_stuffing: a cluster of 2 related source_ips (170.93.63.73, 188.239.68.7) made 38 auth attempts against 38 distinct entity_ids within 30 min (35/38 = 92% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""170.93.63.73"", ""188.239.68.7""], ""active_ip_cluster_size"": 2, ""cluster_distinct_entities"": 38, ""cluster_total_attempts"": 38, ""cluster_failed_attempts"": 35, ""cluster_failure_rate"": 0.921, ""window_minutes"": 30}"
SVC-000041,EVT-0008279,1.0,credential_stuffing,"credential_stuffing: a cluster of 2 related source_ips (170.93.63.73, 188.239.68.7) made 38 auth attempts against 38 distinct entity_ids within 30 min (35/38 = 92% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""170.93.63.73"", ""188.239.68.7""], ""active_ip_cluster_size"": 2, ""cluster_distinct_entities"": 38, ""cluster_total_attempts"": 38, ""cluster_failed_attempts"": 35, ""cluster_failure_rate"": 0.921, ""window_minutes"": 30}"
SVC-000041,EVT-0008680,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (157.248.210.86, 197.99.36.184, 68.210.213.182) made 32 auth attempts against 32 distinct entity_ids within 30 min (29/32 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""157.248.210.86"", ""197.99.36.184"", ""68.210.213.182""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 32, ""cluster_total_attempts"": 32, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.906, ""window_minutes"": 30}"
SVC-000041,EVT-0009578,1.0,credential_stuffing,"credential_stuffing: a cluster of 4 related source_ips (117.181.212.172, 30.232.48.98, 37.49.85.73, 47.152.224.207) made 35 auth attempts against 35 distinct entity_ids within 30 min (32/35 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""117.181.212.172"", ""30.232.48.98"", ""37.49.85.73"", ""47.152.224.207""], ""active_ip_cluster_size"": 4, ""cluster_distinct_entities"": 35, ""cluster_total_attempts"": 35, ""cluster_failed_attempts"": 32, ""cluster_failure_rate"": 0.914, ""window_minutes"": 30}"
SVC-000041,EVT-0016080,1.0,credential_stuffing,"credential_stuffing: a cluster of 2 related source_ips (156.210.253.226, 38.149.37.17) made 31 auth attempts against 31 distinct entity_ids within 30 min (29/31 = 94% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""156.210.253.226"", ""38.149.37.17""], ""active_ip_cluster_size"": 2, ""cluster_distinct_entities"": 31, ""cluster_total_attempts"": 31, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.935, ""window_minutes"": 30}"
SVC-000041,EVT-0018160,1.0,credential_misuse,"credential_misuse: new device_fingerprint (mac=46:98:49:63:f1:64) + unusual geo_location (Lima, Peru, outside this entity's typical set) + off-hours login (hour=21, baseline probability=0.004 < 0.03) occurring together","{""device_novel_for_entity"": true, ""mac_address"": ""46:98:49:63:f1:64"", ""geo_novel_for_entity"": true, ""geo_location"": ""Lima, Peru"", ""off_hours"": true, ""hour"": 21, ""hour_probability_in_baseline"": 0.0039, ""cluster_size_same_device_and_geo"": 1, ""cluster_window_minutes"": 15}"
SVC-000042,EVT-0016063,1.0,credential_stuffing,"credential_stuffing: a cluster of 2 related source_ips (156.210.253.226, 38.149.37.17) made 31 auth attempts against 31 distinct entity_ids within 30 min (29/31 = 94% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""156.210.253.226"", ""38.149.37.17""], ""active_ip_cluster_size"": 2, ""cluster_distinct_entities"": 31, ""cluster_total_attempts"": 31, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.935, ""window_minutes"": 30}"
SVC-000044,EVT-0030075,1.0,brute_force,brute_force: 29 failed auth_result attempts from source_ip=187.155.245.143 within 10 min of this event (threshold=4) + source_ip never seen before for this entity,"{""failed_auth_count_in_window"": 29, ""window_minutes"": 10, ""source_ip"": ""187.155.245.143"", ""source_ip_novel_for_entity"": true}"
SVC-000025,EVT-0016087,1.0,credential_stuffing,"credential_stuffing: a cluster of 2 related source_ips (156.210.253.226, 38.149.37.17) made 31 auth attempts against 31 distinct entity_ids within 30 min (29/31 = 94% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""156.210.253.226"", ""38.149.37.17""], ""active_ip_cluster_size"": 2, ""cluster_distinct_entities"": 31, ""cluster_total_attempts"": 31, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.935, ""window_minutes"": 30}"
SVC-000028,EVT-0009574,1.0,credential_stuffing,"credential_stuffing: a cluster of 4 related source_ips (117.181.212.172, 30.232.48.98, 37.49.85.73, 47.152.224.207) made 35 auth attempts against 35 distinct entity_ids within 30 min (32/35 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""117.181.212.172"", ""30.232.48.98"", ""37.49.85.73"", ""47.152.224.207""], ""active_ip_cluster_size"": 4, ""cluster_distinct_entities"": 35, ""cluster_total_attempts"": 35, ""cluster_failed_attempts"": 32, ""cluster_failure_rate"": 0.914, ""window_minutes"": 30}"
SVC-000028,EVT-0018151,1.0,credential_misuse,"credential_misuse: new device_fingerprint (mac=a4:c4:66:63:af:75) + unusual geo_location (Rome, Italy, outside this entity's typical set) + off-hours login (hour=21, baseline probability=0.009 < 0.03) occurring together","{""device_novel_for_entity"": true, ""mac_address"": ""a4:c4:66:63:af:75"", ""geo_novel_for_entity"": true, ""geo_location"": ""Rome, Italy"", ""off_hours"": true, ""hour"": 21, ""hour_probability_in_baseline"": 0.0091, ""cluster_size_same_device_and_geo"": 1, ""cluster_window_minutes"": 15}"
SVC-000029,EVT-0016072,1.0,credential_stuffing,"credential_stuffing: a cluster of 2 related source_ips (156.210.253.226, 38.149.37.17) made 31 auth attempts against 31 distinct entity_ids within 30 min (29/31 = 94% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""156.210.253.226"", ""38.149.37.17""], ""active_ip_cluster_size"": 2, ""cluster_distinct_entities"": 31, ""cluster_total_attempts"": 31, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.935, ""window_minutes"": 30}"
SVC-000029,EVT-0023557,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match any of the rule conditions (brute_force, credential_stuffing, credential_misuse, device_spoofing, impossible_travel, lateral_movement)","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000174,EVT-0032818,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (126.107.65.207, 166.81.85.145, 192.120.247.38) made 18 auth attempts against 18 distinct entity_ids within 30 min (17/18 = 94% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""126.107.65.207"", ""166.81.85.145"", ""192.120.247.38""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 18, ""cluster_total_attempts"": 18, ""cluster_failed_attempts"": 17, ""cluster_failure_rate"": 0.944, ""window_minutes"": 30}"
SVC-000045,EVT-0008299,1.0,credential_stuffing,"credential_stuffing: a cluster of 2 related source_ips (170.93.63.73, 188.239.68.7) made 38 auth attempts against 38 distinct entity_ids within 30 min (35/38 = 92% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""170.93.63.73"", ""188.239.68.7""], ""active_ip_cluster_size"": 2, ""cluster_distinct_entities"": 38, ""cluster_total_attempts"": 38, ""cluster_failed_attempts"": 35, ""cluster_failure_rate"": 0.921, ""window_minutes"": 30}"
SVC-000045,EVT-0008676,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (157.248.210.86, 197.99.36.184, 68.210.213.182) made 32 auth attempts against 32 distinct entity_ids within 30 min (29/32 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""157.248.210.86"", ""197.99.36.184"", ""68.210.213.182""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 32, ""cluster_total_attempts"": 32, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.906, ""window_minutes"": 30}"
SVC-000045,EVT-0009573,1.0,credential_stuffing,"credential_stuffing: a cluster of 4 related source_ips (117.181.212.172, 30.232.48.98, 37.49.85.73, 47.152.224.207) made 35 auth attempts against 35 distinct entity_ids within 30 min (32/35 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""117.181.212.172"", ""30.232.48.98"", ""37.49.85.73"", ""47.152.224.207""], ""active_ip_cluster_size"": 4, ""cluster_distinct_entities"": 35, ""cluster_total_attempts"": 35, ""cluster_failed_attempts"": 32, ""cluster_failure_rate"": 0.914, ""window_minutes"": 30}"
SVC-000045,EVT-0009584,1.0,impossible_travel,"impossible_travel: geo-velocity of 166,399 km/h between Mumbai, India and Los Angeles, USA over 0.08h (comparing to the previous event for this entity), exceeding the 900 km/h plausibility ceiling + new device fingerprint","{""geo_velocity_kmh"": 166399.5, ""distance_km"": 13991.2, ""time_delta_hours"": 0.084, ""compared_to_event"": ""previous"", ""other_geo_location"": ""Mumbai, India"", ""device_fingerprint_changed"": true}"
SVC-000045,EVT-0014783,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (189.194.237.154, 79.11.159.211, 96.98.122.252) made 29 auth attempts against 29 distinct entity_ids within 30 min (29/29 = 100% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""189.194.237.154"", ""79.11.159.211"", ""96.98.122.252""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 29, ""cluster_total_attempts"": 29, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 1.0, ""window_minutes"": 30}"
SVC-000048,EVT-0038491,1.0,impossible_travel,"impossible_travel: geo-velocity of 10,021 km/h between Bangalore, India and Beijing, China over 0.48h (comparing to the previous event for this entity), exceeding the 900 km/h plausibility ceiling","{""geo_velocity_kmh"": 10021.2, ""distance_km"": 4826.7, ""time_delta_hours"": 0.482, ""compared_to_event"": ""previous"", ""other_geo_location"": ""Bangalore, India"", ""device_fingerprint_changed"": false}"
SVC-000049,EVT-0014817,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (189.194.237.154, 79.11.159.211, 96.98.122.252) made 29 auth attempts against 29 distinct entity_ids within 30 min (29/29 = 100% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""189.194.237.154"", ""79.11.159.211"", ""96.98.122.252""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 29, ""cluster_total_attempts"": 29, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 1.0, ""window_minutes"": 30}"
SVC-000049,EVT-0032793,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (126.107.65.207, 166.81.85.145, 192.120.247.38) made 18 auth attempts against 18 distinct entity_ids within 30 min (17/18 = 94% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""126.107.65.207"", ""166.81.85.145"", ""192.120.247.38""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 18, ""cluster_total_attempts"": 18, ""cluster_failed_attempts"": 17, ""cluster_failure_rate"": 0.944, ""window_minutes"": 30}"
SVC-000050,EVT-0008688,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (157.248.210.86, 197.99.36.184, 68.210.213.182) made 32 auth attempts against 32 distinct entity_ids within 30 min (29/32 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""157.248.210.86"", ""197.99.36.184"", ""68.210.213.182""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 32, ""cluster_total_attempts"": 32, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.906, ""window_minutes"": 30}"
SVC-000050,EVT-0016059,1.0,credential_stuffing,"credential_stuffing: a cluster of 2 related source_ips (156.210.253.226, 38.149.37.17) made 31 auth attempts against 31 distinct entity_ids within 30 min (29/31 = 94% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""156.210.253.226"", ""38.149.37.17""], ""active_ip_cluster_size"": 2, ""cluster_distinct_entities"": 31, ""cluster_total_attempts"": 31, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.935, ""window_minutes"": 30}"
SVC-000050,EVT-0021197,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (144.135.25.162, 193.27.243.253, 208.30.56.234) made 22 auth attempts against 22 distinct entity_ids within 30 min (22/22 = 100% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""144.135.25.162"", ""193.27.243.253"", ""208.30.56.234""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 22, ""cluster_total_attempts"": 22, ""cluster_failed_attempts"": 22, ""cluster_failure_rate"": 1.0, ""window_minutes"": 30}"
SVC-000050,EVT-0032816,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (126.107.65.207, 166.81.85.145, 192.120.247.38) made 18 auth attempts against 18 distinct entity_ids within 30 min (17/18 = 94% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""126.107.65.207"", ""166.81.85.145"", ""192.120.247.38""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 18, ""cluster_total_attempts"": 18, ""cluster_failed_attempts"": 17, ""cluster_failure_rate"": 0.944, ""window_minutes"": 30}"
SVC-000033,EVT-0011167,1.0,brute_force,brute_force: 8 failed auth_result attempts from source_ip=125.239.61.42 within 10 min of this event (threshold=4) + source_ip never seen before for this entity,"{""failed_auth_count_in_window"": 8, ""window_minutes"": 10, ""source_ip"": ""125.239.61.42"", ""source_ip_novel_for_entity"": true}"
SVC-000033,EVT-0045480,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (173.248.117.254, 31.156.219.205, 62.211.123.255) made 34 auth attempts against 34 distinct entity_ids within 30 min (31/34 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""173.248.117.254"", ""31.156.219.205"", ""62.211.123.255""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 31, ""cluster_failure_rate"": 0.912, ""window_minutes"": 30}"
SVC-000036,EVT-0008273,1.0,credential_stuffing,"credential_stuffing: a cluster of 2 related source_ips (170.93.63.73, 188.239.68.7) made 38 auth attempts against 38 distinct entity_ids within 30 min (35/38 = 92% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""170.93.63.73"", ""188.239.68.7""], ""active_ip_cluster_size"": 2, ""cluster_distinct_entities"": 38, ""cluster_total_attempts"": 38, ""cluster_failed_attempts"": 35, ""cluster_failure_rate"": 0.921, ""window_minutes"": 30}"
SVC-000058,EVT-0045047,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (180.88.238.93, 200.151.58.86, 38.101.126.221) made 34 auth attempts against 34 distinct entity_ids within 30 min (29/34 = 85% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""180.88.238.93"", ""200.151.58.86"", ""38.101.126.221""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.853, ""window_minutes"": 30}"
SVC-000059,EVT-0008260,1.0,credential_stuffing,"credential_stuffing: a cluster of 2 related source_ips (170.93.63.73, 188.239.68.7) made 38 auth attempts against 38 distinct entity_ids within 30 min (35/38 = 92% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""170.93.63.73"", ""188.239.68.7""], ""active_ip_cluster_size"": 2, ""cluster_distinct_entities"": 38, ""cluster_total_attempts"": 38, ""cluster_failed_attempts"": 35, ""cluster_failure_rate"": 0.921, ""window_minutes"": 30}"
SVC-000060,EVT-0005105,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match any of the rule conditions (brute_force, credential_stuffing, credential_misuse, device_spoofing, impossible_travel, lateral_movement)","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
SVC-000061,EVT-0018176,1.0,device_spoofing,device_spoofing: os=Unknown + mac=a4:c4:66:63:af:75 matches no historically consistent OS/MAC combination observed for this entity across 142 prior events,"{""os"": ""Unknown"", ""mac_address"": ""a4:c4:66:63:af:75"", ""protocol"": ""HTTPS"", ""os_novel_for_entity"": true, ""mac_novel_for_entity"": true, ""mid_session_change"": false, ""window_minutes"": 5, ""n_prior_events_checked"": 142}"
SVC-000061,EVT-0043943,1.0,credential_misuse,"credential_misuse: new device_fingerprint (mac=9e:33:40:7b:58:dd) + unusual geo_location (Sao Paulo, Brazil, outside this entity's typical set) + off-hours login (hour=7, baseline probability=0.003 < 0.03) occurring together + part of a 3-event cluster sharing this device+location within 15 min","{""device_novel_for_entity"": true, ""mac_address"": ""9e:33:40:7b:58:dd"", ""geo_novel_for_entity"": true, ""geo_location"": ""Sao Paulo, Brazil"", ""off_hours"": true, ""hour"": 7, ""hour_probability_in_baseline"": 0.0027, ""cluster_size_same_device_and_geo"": 3, ""cluster_window_minutes"": 15}"
SVC-000061,EVT-0043944,1.0,credential_misuse,"credential_misuse: new device_fingerprint (mac=9e:33:40:7b:58:dd) + unusual geo_location (Sao Paulo, Brazil, outside this entity's typical set) + off-hours login (hour=7, baseline probability=0.003 < 0.03) occurring together + part of a 3-event cluster sharing this device+location within 15 min","{""device_novel_for_entity"": true, ""mac_address"": ""9e:33:40:7b:58:dd"", ""geo_novel_for_entity"": true, ""geo_location"": ""Sao Paulo, Brazil"", ""off_hours"": true, ""hour"": 7, ""hour_probability_in_baseline"": 0.0027, ""cluster_size_same_device_and_geo"": 3, ""cluster_window_minutes"": 15}"
SVC-000061,EVT-0043949,1.0,credential_misuse,"credential_misuse: new device_fingerprint (mac=9e:33:40:7b:58:dd) + unusual geo_location (Sao Paulo, Brazil, outside this entity's typical set) + off-hours login (hour=7, baseline probability=0.003 < 0.03) occurring together + part of a 3-event cluster sharing this device+location within 15 min","{""device_novel_for_entity"": true, ""mac_address"": ""9e:33:40:7b:58:dd"", ""geo_novel_for_entity"": true, ""geo_location"": ""Sao Paulo, Brazil"", ""off_hours"": true, ""hour"": 7, ""hour_probability_in_baseline"": 0.0027, ""cluster_size_same_device_and_geo"": 3, ""cluster_window_minutes"": 15}"
USR-000162,EVT-0004770,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match any of the rule conditions (brute_force, credential_stuffing, credential_misuse, device_spoofing, impossible_travel, lateral_movement)","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000163,EVT-0018162,1.0,credential_misuse,"credential_misuse: new device_fingerprint (mac=a4:c4:66:63:af:75) + unusual geo_location (Rome, Italy, outside this entity's typical set) + off-hours login (hour=21, baseline probability=0.018 < 0.03) occurring together","{""device_novel_for_entity"": true, ""mac_address"": ""a4:c4:66:63:af:75"", ""geo_novel_for_entity"": true, ""geo_location"": ""Rome, Italy"", ""off_hours"": true, ""hour"": 21, ""hour_probability_in_baseline"": 0.0179, ""cluster_size_same_device_and_geo"": 1, ""cluster_window_minutes"": 15}"
USR-000163,EVT-0032812,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (126.107.65.207, 166.81.85.145, 192.120.247.38) made 18 auth attempts against 18 distinct entity_ids within 30 min (17/18 = 94% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""126.107.65.207"", ""166.81.85.145"", ""192.120.247.38""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 18, ""cluster_total_attempts"": 18, ""cluster_failed_attempts"": 17, ""cluster_failure_rate"": 0.944, ""window_minutes"": 30}"
USR-000167,EVT-0009585,1.0,credential_stuffing,"credential_stuffing: a cluster of 4 related source_ips (117.181.212.172, 30.232.48.98, 37.49.85.73, 47.152.224.207) made 35 auth attempts against 35 distinct entity_ids within 30 min (32/35 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""117.181.212.172"", ""30.232.48.98"", ""37.49.85.73"", ""47.152.224.207""], ""active_ip_cluster_size"": 4, ""cluster_distinct_entities"": 35, ""cluster_total_attempts"": 35, ""cluster_failed_attempts"": 32, ""cluster_failure_rate"": 0.914, ""window_minutes"": 30}"
USR-000167,EVT-0018431,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match any of the rule conditions (brute_force, credential_stuffing, credential_misuse, device_spoofing, impossible_travel, lateral_movement)","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000169,EVT-0014144,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match any of the rule conditions (brute_force, credential_stuffing, credential_misuse, device_spoofing, impossible_travel, lateral_movement)","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000169,EVT-0022790,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match any of the rule conditions (brute_force, credential_stuffing, credential_misuse, device_spoofing, impossible_travel, lateral_movement)","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000170,EVT-0018694,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match any of the rule conditions (brute_force, credential_stuffing, credential_misuse, device_spoofing, impossible_travel, lateral_movement)","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000172,EVT-0005603,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match any of the rule conditions (brute_force, credential_stuffing, credential_misuse, device_spoofing, impossible_travel, lateral_movement)","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000001,EVT-0016079,1.0,credential_stuffing,"credential_stuffing: a cluster of 2 related source_ips (156.210.253.226, 38.149.37.17) made 31 auth attempts against 31 distinct entity_ids within 30 min (29/31 = 94% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""156.210.253.226"", ""38.149.37.17""], ""active_ip_cluster_size"": 2, ""cluster_distinct_entities"": 31, ""cluster_total_attempts"": 31, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.935, ""window_minutes"": 30}"
USR-000002,EVT-0009606,1.0,credential_stuffing,"credential_stuffing: a cluster of 4 related source_ips (117.181.212.172, 30.232.48.98, 37.49.85.73, 47.152.224.207) made 35 auth attempts against 35 distinct entity_ids within 30 min (32/35 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""117.181.212.172"", ""30.232.48.98"", ""37.49.85.73"", ""47.152.224.207""], ""active_ip_cluster_size"": 4, ""cluster_distinct_entities"": 35, ""cluster_total_attempts"": 35, ""cluster_failed_attempts"": 32, ""cluster_failure_rate"": 0.914, ""window_minutes"": 30}"
USR-000003,EVT-0006611,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match any of the rule conditions (brute_force, credential_stuffing, credential_misuse, device_spoofing, impossible_travel, lateral_movement)","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000003,EVT-0009364,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match any of the rule conditions (brute_force, credential_stuffing, credential_misuse, device_spoofing, impossible_travel, lateral_movement)","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
USR-000005,EVT-0045526,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (173.248.117.254, 31.156.219.205, 62.211.123.255) made 34 auth attempts against 34 distinct entity_ids within 30 min (31/34 = 91% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""173.248.117.254"", ""31.156.219.205"", ""62.211.123.255""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 31, ""cluster_failure_rate"": 0.912, ""window_minutes"": 30}"
USR-000006,EVT-0045048,1.0,credential_stuffing,"credential_stuffing: a cluster of 3 related source_ips (180.88.238.93, 200.151.58.86, 38.101.126.221) made 34 auth attempts against 34 distinct entity_ids within 30 min (29/34 = 85% failed) -- breadth-across-accounts pattern, not a single-entity brute_force","{""active_ip_cluster"": [""180.88.238.93"", ""200.151.58.86"", ""38.101.126.221""], ""active_ip_cluster_size"": 3, ""cluster_distinct_entities"": 34, ""cluster_total_attempts"": 34, ""cluster_failed_attempts"": 29, ""cluster_failure_rate"": 0.853, ""window_minutes"": 30}"
USR-000011,EVT-0022160,1.0,unclassified,"flagged by risk_score in the top 1% (risk_score=1.000) but did not match any of the rule conditions (brute_force, credential_stuffing, credential_misuse, device_spoofing, impossible_travel, lateral_movement)","{""risk_score"": 1.0, ""score_method"": ""lstm""}"
SVC-000051,EVT-0018150,1.0,credential_misuse,"credential_misuse: new device_fingerprint (mac=a4:c4:66:63:af:75) + unusual geo_location (Rome, Italy, outside this entity's typical set) + off-hours login (hour=21, baseline probability=0.011 < 0.03) occurring together","{""device_novel_for_entity"": true, ""mac_address"": ""a4:c4:66:63:af:75"", ""geo_novel_for_entity"": true, ""geo_location"": ""Rome, Italy"", ""off_hours"": true, ""hour"": 21, ""hour_probability_in_baseline"": 0.0112, ""cluster_size_same_device_and_geo"": 1, ""cluster_window_minutes"": 15}"
SVC-000053,EVT-0003114,1.0,impossible_travel,"impossible_travel: geo-velocity of 2,293 km/h between Dublin, Ireland and Helsinki, Finland over 0.88h (comparing to the previous event for this entity), exceeding the 900 km/h plausibility ceiling","{""geo_velocity_kmh"": 2293.5, ""distance_km"": 2023.6, ""time_delta_hours"": 0.882, ""compared_to_event"": ""previous"", ""other_geo_location"": ""Dublin, Ireland"", ""device_fingerprint_changed"": false}"
